128,1,1,30.68848754286195,32, 44, 22,30.68848754286195,0:10:11.371000
128,1,2,34.16854585214135,32, 44, 22,30.68848754286195,0:23:47.360000
128,1,3,32.761895523531834,32, 44, 22,30.68848754286195,0:27:29.357000
128,1,4,31.41013278687964,32, 44, 22,30.68848754286195,0:31:08.355000
128,1,5,32.00445644098003,32, 44, 22,30.68848754286195,0:34:50.351000
128,1,6,37.48181968294164,32, 44, 22,30.68848754286195,0:38:32.350000
128,1,7,31.208337446655495,32, 44, 22,30.68848754286195,0:42:11.345000
128,1,8,33.59972277523775,32, 44, 22,30.68848754286195,0:45:53.343000
128,1,9,24.849319483333094,69, 60, 33,24.849319483333094,0:49:50.338000
128,1,10,26.574331874133712,69, 60, 33,24.849319483333094,0:53:32.337000
128,1,11,27.957202784427057,69, 60, 33,24.849319483333094,0:57:11.334000
128,1,12,34.18491849464048,69, 60, 33,24.849319483333094,1:00:53.330000
128,1,13,34.592264760273544,69, 60, 33,24.849319483333094,1:04:32.328000
128,1,14,32.08748367676289,69, 60, 33,24.849319483333094,1:08:11.325000
128,1,15,32.53092797564921,69, 60, 33,24.849319483333094,1:12:11.323000
128,1,16,31.718555338162606,69, 60, 33,24.849319483333094,1:15:56.319000
128,1,17,33.426612339276424,69, 60, 33,24.849319483333094,1:19:38.317000
128,1,18,31.11524023880006,69, 60, 33,24.849319483333094,1:23:35.313000
128,1,19,31.880074782258163,69, 60, 33,24.849319483333094,1:27:14.311000
128,1,20,32.24753750172937,69, 60, 33,24.849319483333094,1:30:56.307000
128,1,21,29.686675201006487,69, 60, 33,24.849319483333094,1:34:35.305000
128,1,22,28.574988100698505,69, 60, 33,24.849319483333094,1:38:14.302000
128,1,23,34.55849041730634,69, 60, 33,24.849319483333094,1:41:56.300000
128,1,24,33.93374830130139,69, 60, 33,24.849319483333094,1:45:35.297000
128,1,25,34.294707925755986,69, 60, 33,24.849319483333094,1:49:14.294000
128,1,26,34.77644286653218,69, 60, 33,24.849319483333094,1:53:11.290000
128,1,27,35.16845296792078,69, 60, 33,24.849319483333094,1:56:53.287000
128,1,28,36.473698234866035,69, 60, 33,24.849319483333094,2:00:32.285000
128,1,29,34.70483000471055,69, 60, 33,24.849319483333094,2:04:11.282000
128,1,30,31.089494228823987,69, 60, 33,24.849319483333094,2:07:50.278000
128,1,31,30.446356149200174,69, 60, 33,24.849319483333094,2:11:26.277000
128,1,32,30.751948982074083,69, 60, 33,24.849319483333094,2:15:05.276000
128,1,33,28.078846577957457,69, 60, 33,24.849319483333094,2:18:41.271000
128,1,34,31.12608603043858,69, 60, 33,24.849319483333094,2:22:17.268000
128,1,35,32.06088568002878,69, 60, 33,24.849319483333094,2:25:53.266000
128,1,36,34.970292425132136,69, 60, 33,24.849319483333094,2:29:32.262000
128,1,37,35.43439664189252,69, 60, 33,24.849319483333094,2:33:11.259000
