1,222,53,97,275.0,0.0,0.0,27.136638199080114
2,3,152,167,0.0,275.0,0.0,22.659186092287033
3,231,175,12,0.0,0.0,275.0,34.83901489319297
4,98,131,46,27.817596897469357,169.62922884234075,77.55317426018989,23.711512601552396
5,158,90,10,122.87622848274349,85.06687275695208,67.05689876030442,25.487922889723446
6,223,77,4,141.82087829575207,1.7162790717554888,131.46284263249248,29.093639939783834
7,134,75,41,150.61269277025983,101.11713217427518,23.27017505546502,24.446623463460284
8,130,101,35,95.2427040719977,113.53826434590648,66.21903158209582,22.0113041226341
9,176,56,2,122.21753508822046,15.532617449245214,137.24984746253432,28.701230789746788
10,87,98,17,38.83038445260377,132.7750735980211,103.39454194937518,24.782107442565273
11,63,115,26,19.88072844314878,163.29939657748523,91.81987497936602,25.616544987006666
12,114,65,9,113.53897182059184,100.96397180854966,60.4970563708585,27.42420044666841
13,147,69,8,120.5895056226261,67.45367251108755,86.95682186628636,27.224351264841214
14,90,70,45,118.08242883925392,145.1497154523029,11.767855708443175,21.871659897442026
15,143,93,2,73.22406699855097,80.5255708209976,121.2503621804514,25.154917458363354
16,132,79,10,106.55511046652472,90.07351669254481,78.37137284093048,25.800117044247884
17,107,74,18,120.73170731707317,93.90243902439025,60.36585365853659,25.385449908575517
18,105,39,11,186.58038147138964,81.6757493188011,6.743869209809264,31.456022424269328
19,118,55,13,166.72473867595818,78.89082462253194,29.38443670150987,28.798909109331785
20,88,80,19,86.99172984148862,121.48518263266712,66.52308752584423,24.919186131558202
21,87,46,10,148.0104712041885,101.64921465968587,25.340314136125652,30.24315471389609
22,84,39,19,165.96491228070175,97.1345029239766,11.900584795321636,31.092265058641512
23,163,46,0,173.9695340501792,14.292114695340501,86.73835125448028,29.627151539471754
24,139,82,3,92.81594784353061,48.68355065195587,133.50050150451352,25.94093177570023
25,28,94,105,58.68089233753638,203.78273520853543,12.536372453928227,21.228057070703045
26,94,45,87,177.44343891402718,87.85067873303169,9.705882352941178,29.92693285741379
27,162,69,9,125.86705202312139,30.057803468208093,119.07514450867052,27.336857399470183
28,109,80,19,111.86025812194038,98.88740542946152,64.25233644859814,24.63176314064286
29,122,81,4,99.70424495476688,72.72094641614474,102.57480862908838,25.725836384091323
30,116,69,18,114.35643564356437,79.10369984366858,81.53986451276705,26.321726512426483
31,81,62,97,138.04780876494024,126.54382470119523,10.408366533864543,25.421824957641018
32,73,82,71,100.81623134328359,139.2957089552239,34.88805970149254,17.288819103897563
